datasetid,splitid,modelname,slicename,slicevalue,nrows,mae,rmse,mape,intersection,intersectionnrows
B3,roll_02,mlr,imputed_count,0,138,464.6654818943362,625.9360590784598,87.59326481697865,A1..B4_by_ts_target_utc,138
B3,roll_02,mlr,is_daylight,0,75,392.4803233901928,499.34093664322893,44.26327758231108,A1..B4_by_ts_target_utc,138
B3,roll_02,mlr,is_daylight,1,63,550.600194399269,749.2561208521149,139.17658295348764,A1..B4_by_ts_target_utc,138
B3,roll_02,mlr,overall,ALL,138,464.6654818943362,625.9360590784598,87.59326481697865,A1..B4_by_ts_target_utc,138
B3,roll_02,mlr,pool_on,0,138,464.6654818943362,625.9360590784598,87.59326481697865,A1..B4_by_ts_target_utc,138
B3,roll_02,mlr,pool_switch,0,138,464.6654818943362,625.9360590784598,87.59326481697865,A1..B4_by_ts_target_utc,138
B3,roll_02,mlr,pv_regime,high,4,827.8200905024812,885.6021894491493,490.61914885018945,A1..B4_by_ts_target_utc,138
B3,roll_02,mlr,pv_regime,low,31,609.8989330869305,822.254302219437,60.488929460409445,A1..B4_by_ts_target_utc,138
B3,roll_02,mlr,pv_regime,med,18,545.5776247250732,741.2953202240571,264.0325781538072,A1..B4_by_ts_target_utc,138
B3,roll_02,mlr,pv_regime,night,85,377.47402316073305,486.0425103714725,41.148832109424376,A1..B4_by_ts_target_utc,138
B3,roll_02,mlr,temp_bin,0,3,318.5568892673081,399.93460413847146,16.746109488745155,A1..B4_by_ts_target_utc,138
B3,roll_02,mlr,temp_bin,1,68,381.47877537106086,497.4652193981022,42.10811624192418,A1..B4_by_ts_target_utc,138
B3,roll_02,mlr,temp_bin,2,65,558.9106481781263,747.8661696334203,128.29411833169857,A1..B4_by_ts_target_utc,138
B3,roll_02,mlr,temp_bin,3,2,449.2084884030671,450.09927721977976,417.5813101327828,A1..B4_by_ts_target_utc,138
B3,roll_02,persistence,flag_demand_imputed,0,138,508.13429437706225,739.8395940510944,77.90987083169425,A1..B4_by_ts_target_utc,138
B3,roll_02,persistence,flag_pool_imputed,0,138,508.13429437706225,739.8395940510944,77.90987083169425,A1..B4_by_ts_target_utc,138
B3,roll_02,persistence,flag_pv_imputed,0,138,508.13429437706225,739.8395940510944,77.90987083169425,A1..B4_by_ts_target_utc,138
B3,roll_02,persistence,flag_temp_imputed,0,138,508.13429437706225,739.8395940510944,77.90987083169425,A1..B4_by_ts_target_utc,138
B3,roll_02,persistence,gaplendemandbin,0,138,508.13429437706225,739.8395940510944,77.90987083169425,A1..B4_by_ts_target_utc,138
B3,roll_02,persistence,gaplenpoolbin,0,138,508.13429437706225,739.8395940510944,77.90987083169425,A1..B4_by_ts_target_utc,138
B3,roll_02,persistence,gaplenpvbin,0,138,508.13429437706225,739.8395940510944,77.90987083169425,A1..B4_by_ts_target_utc,138
B3,roll_02,persistence,gaplentempbin,0,138,508.13429437706225,739.8395940510944,77.90987083169425,A1..B4_by_ts_target_utc,138
B3,roll_02,persistence,imputed_any,0,138,508.13429437706225,739.8395940510944,77.90987083169425,A1..B4_by_ts_target_utc,138
B3,roll_02,persistence,imputed_count,0,138,508.13429437706225,739.8395940510944,77.90987083169425,A1..B4_by_ts_target_utc,138
B3,roll_02,persistence,is_daylight,0,75,409.9004097945559,582.1585908325401,34.44242025835671,A1..B4_by_ts_target_utc,138
B3,roll_02,persistence,is_daylight,1,63,625.079395070522,891.9204834453851,129.65683579995323,A1..B4_by_ts_target_utc,138
B3,roll_02,persistence,overall,ALL,138,508.13429437706225,739.8395940510944,77.90987083169425,A1..B4_by_ts_target_utc,138
B3,roll_02,persistence,pool_on,0,138,508.13429437706225,739.8395940510944,77.90987083169425,A1..B4_by_ts_target_utc,138
B3,roll_02,persistence,pool_switch,0,138,508.13429437706225,739.8395940510944,77.90987083169425,A1..B4_by_ts_target_utc,138
B3,roll_02,persistence,pv_regime,high,4,843.5037588234306,873.7891258005028,440.0433006712523,A1..B4_by_ts_target_utc,138
B3,roll_02,persistence,pv_regime,low,31,711.9626111037645,1008.329260275867,66.29987603745661,A1..B4_by_ts_target_utc,138
B3,roll_02,persistence,pv_regime,med,18,567.3528489785648,844.534121201102,228.40271758627907,A1..B4_by_ts_target_utc,138
B3,roll_02,persistence,pv_regime,night,85,405.4744160342354,575.2254372349396,33.23345762793671,A1..B4_by_ts_target_utc,138
B3,roll_02,persistence,temp_bin,0,3,382.3570183568704,545.265013648467,19.868913894800745,A1..B4_by_ts_target_utc,138
B3,roll_02,persistence,temp_bin,1,68,373.1117492308321,562.9746647077951,31.641966270073702,A1..B4_by_ts_target_utc,138
B3,roll_02,persistence,temp_bin,2,65,660.379040866371,901.7692215018247,121.2071109849189,A1..B4_by_ts_target_utc,138
B3,roll_02,persistence,temp_bin,3,2,339.6124824766389,342.7432627370007,330.9197563523324,A1..B4_by_ts_target_utc,138
B3,roll_02,rf,flag_demand_imputed,0,138,456.9643422685767,621.0328789701803,82.42018650610176,A1..B4_by_ts_target_utc,138
B3,roll_02,rf,flag_pool_imputed,0,138,456.9643422685767,621.0328789701803,82.42018650610176,A1..B4_by_ts_target_utc,138
B3,roll_02,rf,flag_pv_imputed,0,138,456.9643422685767,621.0328789701803,82.42018650610176,A1..B4_by_ts_target_utc,138
B3,roll_02,rf,flag_temp_imputed,0,138,456.9643422685767,621.0328789701803,82.42018650610176,A1..B4_by_ts_target_utc,138
B3,roll_02,rf,gaplendemandbin,0,138,456.9643422685767,621.0328789701803,82.42018650610176,A1..B4_by_ts_target_utc,138
B3,roll_02,rf,gaplenpoolbin,0,138,456.9643422685767,621.0328789701803,82.42018650610176,A1..B4_by_ts_target_utc,138
B3,roll_02,rf,gaplenpvbin,0,138,456.9643422685767,621.0328789701803,82.42018650610176,A1..B4_by_ts_target_utc,138
B3,roll_02,rf,gaplentempbin,0,138,456.9643422685767,621.0328789701803,82.42018650610176,A1..B4_by_ts_target_utc,138
B3,roll_02,rf,imputed_any,0,138,456.9643422685767,621.0328789701803,82.42018650610176,A1..B4_by_ts_target_utc,138
B3,roll_02,rf,imputed_count,0,138,456.9643422685767,621.0328789701803,82.42018650610176,A1..B4_by_ts_target_utc,138
B3,roll_02,rf,is_daylight,0,75,335.73085215870634,430.62533041906363,32.85861616343438,A1..B4_by_ts_target_utc,138
B3,roll_02,rf,is_daylight,1,63,601.2899257327081,789.9792074143886,141.42205596165817,A1..B4_by_ts_target_utc,138
B3,roll_02,rf,overall,ALL,138,456.9643422685767,621.0328789701803,82.42018650610176,A1..B4_by_ts_target_utc,138
B3,roll_02,rf,pool_on,0,138,456.9643422685767,621.0328789701803,82.42018650610176,A1..B4_by_ts_target_utc,138
B3,roll_02,rf,pool_switch,0,138,456.9643422685767,621.0328789701803,82.42018650610176,A1..B4_by_ts_target_utc,138
B3,roll_02,rf,pv_regime,high,4,786.5835582340663,869.3087352621657,497.985686884169,A1..B4_by_ts_target_utc,138
B3,roll_02,rf,pv_regime,low,31,670.5627189907258,899.4473475899474,69.3739677877962,A1..B4_by_ts_target_utc,138
B3,roll_02,rf,pv_regime,med,18,583.5719025420717,733.2710353857955,252.7870640669531,A1..B4_by_ts_target_utc,138
B3,roll_02,rf,pv_regime,night,85,336.7412525371474,426.2528371009853,31.544503949159193,A1..B4_by_ts_target_utc,138
B3,roll_02,rf,temp_bin,0,3,139.0764372495796,147.5763458044789,7.278372241169985,A1..B4_by_ts_target_utc,138
B3,roll_02,rf,temp_bin,1,68,335.00138405183037,444.8901520036824,30.509272015273037,A1..B4_by_ts_target_utc,138
B3,roll_02,rf,temp_bin,2,65,601.9345275339517,778.667492293673,130.90812798223627,A1..B4_by_ts_target_utc,138
B3,roll_02,rf,temp_bin,3,2,369.0057580417613,379.9376190716165,384.24590261730526,A1..B4_by_ts_target_utc,138
B3,roll_03,mlr,flag_demand_imputed,0,124,503.75246294682324,645.4560311237335,89.48347475125506,A1..B4_by_ts_target_utc,124
B3,roll_03,mlr,flag_pool_imputed,0,124,503.75246294682324,645.4560311237335,89.48347475125506,A1..B4_by_ts_target_utc,124
B3,roll_03,mlr,flag_pv_imputed,0,124,503.75246294682324,645.4560311237335,89.48347475125506,A1..B4_by_ts_target_utc,124
B3,roll_03,mlr,flag_temp_imputed,0,124,503.75246294682324,645.4560311237335,89.48347475125506,A1..B4_by_ts_target_utc,124
B3,roll_03,mlr,gaplendemandbin,0,124,503.75246294682324,645.4560311237335,89.48347475125506,A1..B4_by_ts_target_utc,124
B3,roll_03,mlr,gaplenpoolbin,0,124,503.75246294682324,645.4560311237335,89.48347475125506,A1..B4_by_ts_target_utc,124
B3,roll_03,mlr,gaplenpvbin,0,124,503.75246294682324,645.4560311237335,89.48347475125506,A1..B4_by_ts_target_utc,124
B3,roll_03,mlr,gaplentempbin,0,124,503.75246294682324,645.4560311237335,89.48347475125506,A1..B4_by_ts_target_utc,124
B3,roll_03,mlr,imputed_any,0,124,503.75246294682324,645.4560311237335,89.48347475125506,A1..B4_by_ts_target_utc,124
B3,roll_03,mlr,imputed_count,0,124,503.75246294682324,645.4560311237335,89.48347475125506,A1..B4_by_ts_target_utc,124
B3,roll_03,mlr,is_daylight,0,61,490.2112476953939,626.0847658243443,41.259502497722245,A1..B4_by_ts_target_utc,124
B3,roll_03,mlr,is_daylight,1,63,516.863798349001,663.6737861938983,136.17652725070747,A1..B4_by_ts_target_utc,124
B3,roll_03,mlr,overall,ALL,124,503.75246294682324,645.4560311237335,89.48347475125506,A1..B4_by_ts_target_utc,124
B3,roll_03,mlr,pool_on,0,124,503.75246294682324,645.4560311237335,89.48347475125506,A1..B4_by_ts_target_utc,124
B3,roll_03,mlr,pool_switch,0,124,503.75246294682324,645.4560311237335,89.48347475125506,A1..B4_by_ts_target_utc,124
B3,roll_03,mlr,pv_regime,high,7,915.9154664576006,1025.017406707108,250.1875337513328,A1..B4_by_ts_target_utc,124
B3,roll_03,mlr,pv_regime,low,29,525.8050078773289,656.8210915440087,137.3970758820346,A1..B4_by_ts_target_utc,124
B3,roll_03,mlr,pv_regime,med,19,438.6007571424486,578.5247986458852,132.95587810930033,A1..B4_by_ts_target_utc,124
B3,roll_03,mlr,pv_regime,night,69,470.6106887833888,607.1472302502326,41.07190214841434,A1..B4_by_ts_target_utc,124
B3,roll_03,mlr,temp_bin,1,24,354.6051636956742,446.9861058544436,38.98518998335086,A1..B4_by_ts_target_utc,124
B3,roll_03,mlr,temp_bin,2,92,559.4534882230994,704.5614590567428,103.45701876175688,A1..B4_by_ts_target_utc,124
B3,roll_03,mlr,temp_bin,3,8,310.6325700230949,386.5754247522195,80.28257293419676,A1..B4_by_ts_target_utc,124
B3,roll_03,persistence,flag_demand_imputed,0,124,518.2096232441302,689.6275557071873,91.20248985135149,A1..B4_by_ts_target_utc,124
B3,roll_03,persistence,flag_pool_imputed,0,124,518.2096232441302,689.6275557071873,91.20248985135149,A1..B4_by_ts_target_utc,124
B3,roll_03,persistence,flag_pv_imputed,0,124,518.2096232441302,689.6275557071873,91.20248985135149,A1..B4_by_ts_target_utc,124
B3,roll_03,persistence,flag_temp_imputed,0,124,518.2096232441302,689.6275557071873,91.20248985135149,A1..B4_by_ts_target_utc,124
B3,roll_03,persistence,gaplendemandbin,0,124,518.2096232441302,689.6275557071873,91.20248985135149,A1..B4_by_ts_target_utc,124
B3,roll_03,persistence,gaplenpoolbin,0,124,518.2096232441302,689.6275557071873,91.20248985135149,A1..B4_by_ts_target_utc,124
B3,roll_03,persistence,gaplenpvbin,0,124,518.2096232441302,689.6275557071873,91.20248985135149,A1..B4_by_ts_target_utc,124
B3,roll_03,persistence,gaplentempbin,0,124,518.2096232441302,689.6275557071873,91.20248985135149,A1..B4_by_ts_target_utc,124
B3,roll_03,persistence,imputed_any,0,124,518.2096232441302,689.6275557071873,91.20248985135149,A1..B4_by_ts_target_utc,124
B3,roll_03,persistence,imputed_count,0,124,518.2096232441302,689.6275557071873,91.20248985135149,A1..B4_by_ts_target_utc,124
B3,roll_03,persistence,is_daylight,0,61,497.80100867881475,705.1484230421763,43.40106352832232,A1..B4_by_ts_target_utc,124
B3,roll_03,persistence,is_daylight,1,63,537.9703452835627,674.2590562815245,137.4864105768242,A1..B4_by_ts_target_utc,124
B3,roll_03,persistence,overall,ALL,124,518.2096232441302,689.6275557071873,91.20248985135149,A1..B4_by_ts_target_utc,124
B3,roll_03,persistence,pool_on,0,124,518.2096232441302,689.6275557071873,91.20248985135149,A1..B4_by_ts_target_utc,124
B3,roll_03,persistence,pool_switch,0,124,518.2096232441302,689.6275557071873,91.20248985135149,A1..B4_by_ts_target_utc,124
B3,roll_03,persistence,pv_regime,high,7,930.2463895815833,1104.6681494983393,307.630188863596,A1..B4_by_ts_target_utc,124
B3,roll_03,persistence,pv_regime,low,29,486.93954023771073,595.72592485432,106.19747369468624,A1..B4_by_ts_target_utc,124
B3,roll_03,persistence,pv_regime,med,19,589.6545589852894,688.9608732205905,168.47062985214322,A1..B4_by_ts_target_utc,124
B3,roll_03,persistence,pv_regime,night,69,469.8780473563326,671.5780240977241,41.66708282877962,A1..B4_by_ts_target_utc,124
B3,roll_03,persistence,temp_bin,1,24,354.70746019293864,529.3095547406989,35.45298990054828,A1..B4_by_ts_target_utc,124
B3,roll_03,persistence,temp_bin,2,92,550.9145958752325,725.8532252353308,101.6086655201884,A1..B4_by_ts_target_utc,124
B3,roll_03,persistence,temp_bin,3,8,632.6089271400277,687.1363399747343,138.77996951213683,A1..B4_by_ts_target_utc,124
B3,roll_03,rf,flag_demand_imputed,0,124,495.73733646966997,665.4566968951622,84.29572901704346,A1..B4_by_ts_target_utc,124
B3,roll_03,rf,flag_pool_imputed,0,124,495.73733646966997,665.4566968951622,84.29572901704346,A1..B4_by_ts_target_utc,124
B3,roll_03,rf,flag_pv_imputed,0,124,495.73733646966997,665.4566968951622,84.29572901704346,A1..B4_by_ts_target_utc,124
B3,roll_03,rf,flag_temp_imputed,0,124,495.73733646966997,665.4566968951622,84.29572901704346,A1..B4_by_ts_target_utc,124
B3,roll_03,rf,gaplendemandbin,0,124,495.73733646966997,665.4566968951622,84.29572901704346,A1..B4_by_ts_target_utc,124
B3,roll_03,rf,gaplenpoolbin,0,124,495.73733646966997,665.4566968951622,84.29572901704346,A1..B4_by_ts_target_utc,124
B3,roll_03,rf,gaplenpvbin,0,124,495.73733646966997,665.4566968951622,84.29572901704346,A1..B4_by_ts_target_utc,124
B3,roll_03,rf,gaplentempbin,0,124,495.73733646966997,665.4566968951622,84.29572901704346,A1..B4_by_ts_target_utc,124
B3,roll_03,rf,imputed_any,0,124,495.73733646966997,665.4566968951622,84.29572901704346,A1..B4_by_ts_target_utc,124
B3,roll_03,rf,imputed_count,0,124,495.73733646966997,665.4566968951622,84.29572901704346,A1..B4_by_ts_target_utc,124
B3,roll_03,rf,is_daylight,0,61,420.4883040930358,594.8109936511294,34.93904941892523,A1..B4_by_ts_target_utc,124
B3,roll_03,rf,is_daylight,1,63,568.5975106756172,727.3504548923405,132.08552989776106,A1..B4_by_ts_target_utc,124
B3,roll_03,rf,overall,ALL,124,495.73733646966997,665.4566968951622,84.29572901704346,A1..B4_by_ts_target_utc,124
B3,roll_03,rf,pool_on,0,124,495.73733646966997,665.4566968951622,84.29572901704346,A1..B4_by_ts_target_utc,124
B3,roll_03,rf,pool_switch,0,124,495.73733646966997,665.4566968951622,84.29572901704346,A1..B4_by_ts_target_utc,124
B3,roll_03,rf,pv_regime,high,7,832.7558786117778,1011.0083064890941,141.08129178744107,A1..B4_by_ts_target_utc,124
B3,roll_03,rf,pv_regime,low,29,566.1841420447673,693.7049499954305,155.94462688783648,A1..B4_by_ts_target_utc,124
B3,roll_03,rf,pv_regime,med,19,539.30213238163,705.6465758258923,128.04442987659485,A1..B4_by_ts_target_utc,124
B3,roll_03,rf,pv_regime,night,69,419.9428686580783,593.929494461963,36.374826205778845,A1..B4_by_ts_target_utc,124
B3,roll_03,rf,temp_bin,1,24,219.89748306357743,309.6302814062085,24.082128214170783,A1..B4_by_ts_target_utc,124
B3,roll_03,rf,temp_bin,2,92,570.6902019963776,738.997360086217,95.30974881063683,A1..B4_by_ts_target_utc,124
B3,roll_03,rf,temp_bin,3,8,461.2989431308081,544.0093532320619,138.2753037993374,A1..B4_by_ts_target_utc,124
B3,roll_04,mlr,flag_demand_imputed,0,97,407.37955354125756,556.3061762677348,57.320107477380255,A1..B4_by_ts_target_utc,97
B3,roll_04,mlr,flag_pool_imputed,0,97,407.37955354125756,556.3061762677348,57.320107477380255,A1..B4_by_ts_target_utc,97
B3,roll_04,mlr,flag_pv_imputed,0,97,407.37955354125756,556.3061762677348,57.320107477380255,A1..B4_by_ts_target_utc,97
B3,roll_04,mlr,flag_temp_imputed,0,97,407.37955354125756,556.3061762677348,57.320107477380255,A1..B4_by_ts_target_utc,97
B3,roll_04,mlr,gaplendemandbin,0,97,407.37955354125756,556.3061762677348,57.320107477380255,A1..B4_by_ts_target_utc,97
B3,roll_04,mlr,gaplenpoolbin,0,97,407.37955354125756,556.3061762677348,57.320107477380255,A1..B4_by_ts_target_utc,97
B3,roll_04,mlr,gaplenpvbin,0,97,407.37955354125756,556.3061762677348,57.320107477380255,A1..B4_by_ts_target_utc,97
B3,roll_04,mlr,gaplentempbin,0,97,407.37955354125756,556.3061762677348,57.320107477380255,A1..B4_by_ts_target_utc,97
B3,roll_04,mlr,imputed_any,0,97,407.37955354125756,556.3061762677348,57.320107477380255,A1..B4_by_ts_target_utc,97
B3,roll_04,mlr,imputed_count,0,97,407.37955354125756,556.3061762677348,57.320107477380255,A1..B4_by_ts_target_utc,97
B3,roll_04,mlr,is_daylight,0,30,352.69042118894424,419.75693733564276,27.14349206754518,A1..B4_by_ts_target_utc,97
B3,roll_04,mlr,is_daylight,1,67,431.867224743786,607.5808391255741,70.8320248250676,A1..B4_by_ts_target_utc,97
B3,roll_04,mlr,overall,ALL,97,407.37955354125756,556.3061762677348,57.320107477380255,A1..B4_by_ts_target_utc,97
B3,roll_04,mlr,pool_on,0,97,407.37955354125756,556.3061762677348,57.320107477380255,A1..B4_by_ts_target_utc,97
B3,roll_04,mlr,pool_switch,0,97,407.37955354125756,556.3061762677348,57.320107477380255,A1..B4_by_ts_target_utc,97
B3,roll_04,mlr,pv_regime,high,7,292.5681063455059,383.62334063381417,49.33776955080771,A1..B4_by_ts_target_utc,97
B3,roll_04,mlr,pv_regime,low,46,381.19304674317004,541.9416912441399,74.57943599610974,A1..B4_by_ts_target_utc,97
B3,roll_04,mlr,pv_regime,med,9,702.7566079349676,831.2053934657552,92.27708193132675,A1..B4_by_ts_target_utc,97
B3,roll_04,mlr,pv_regime,night,35,388.80429507094055,514.3845174857271,27.243949864206897,A1..B4_by_ts_target_utc,97
B3,roll_04,mlr,temp_bin,1,17,320.5106735078266,392.9093714288843,26.0292972350105,A1..B4_by_ts_target_utc,97
B3,roll_04,mlr,temp_bin,2,56,451.43292369839463,636.324580464419,67.77736845791453,A1..B4_by_ts_target_utc,97
B3,roll_04,mlr,temp_bin,3,23,369.51753811959907,449.0068627960791,55.861144284821926,A1..B4_by_ts_target_utc,97
B3,roll_04,mlr,temp_bin,4,1,287.98814000805567,287.98814000805567,37.21342011658869,A1..B4_by_ts_target_utc,97
B3,roll_04,persistence,flag_demand_imputed,0,97,405.3907669372235,574.9845325894179,51.88674127212665,A1..B4_by_ts_target_utc,97
B3,roll_04,persistence,flag_pool_imputed,0,97,405.3907669372235,574.9845325894179,51.88674127212665,A1..B4_by_ts_target_utc,97
B3,roll_04,persistence,flag_pv_imputed,0,97,405.3907669372235,574.9845325894179,51.88674127212665,A1..B4_by_ts_target_utc,97
B3,roll_04,persistence,flag_temp_imputed,0,97,405.3907669372235,574.9845325894179,51.88674127212665,A1..B4_by_ts_target_utc,97
B3,roll_04,persistence,gaplendemandbin,0,97,405.3907669372235,574.9845325894179,51.88674127212665,A1..B4_by_ts_target_utc,97
B3,roll_04,persistence,gaplenpoolbin,0,97,405.3907669372235,574.9845325894179,51.88674127212665,A1..B4_by_ts_target_utc,97
B3,roll_04,persistence,gaplenpvbin,0,97,405.3907669372235,574.9845325894179,51.88674127212665,A1..B4_by_ts_target_utc,97
B3,roll_04,persistence,gaplentempbin,0,97,405.3907669372235,574.9845325894179,51.88674127212665,A1..B4_by_ts_target_utc,97
B3,roll_04,persistence,imputed_any,0,97,405.3907669372235,574.9845325894179,51.88674127212665,A1..B4_by_ts_target_utc,97
B3,roll_04,persistence,imputed_count,0,97,405.3907669372235,574.9845325894179,51.88674127212665,A1..B4_by_ts_target_utc,97
B3,roll_04,persistence,is_daylight,0,30,319.44710875224706,418.4725403366145,25.79206906577895,A1..B4_by_ts_target_utc,97
B3,roll_04,persistence,is_daylight,1,67,443.8730019454219,632.6362943599826,63.57092285705844,A1..B4_by_ts_target_utc,97
B3,roll_04,persistence,overall,ALL,97,405.3907669372235,574.9845325894179,51.88674127212665,A1..B4_by_ts_target_utc,97
B3,roll_04,persistence,pool_on,0,97,405.3907669372235,574.9845325894179,51.88674127212665,A1..B4_by_ts_target_utc,97
B3,roll_04,persistence,pool_switch,0,97,405.3907669372235,574.9845325894179,51.88674127212665,A1..B4_by_ts_target_utc,97
B3,roll_04,persistence,pv_regime,high,7,277.8180161744495,315.3416695713391,49.614252306428966,A1..B4_by_ts_target_utc,97
B3,roll_04,persistence,pv_regime,low,46,404.15573683869667,560.1409485317344,63.24418988938862,A1..B4_by_ts_target_utc,97
B3,roll_04,persistence,pv_regime,med,9,745.583080296643,1026.1987293464347,96.8353276095116,A1..B4_by_ts_target_utc,97
B3,roll_04,persistence,pv_regime,night,35,345.0504760697057,461.742042467006,25.856098681537137,A1..B4_by_ts_target_utc,97
B3,roll_04,persistence,temp_bin,1,17,354.69916113919015,476.9742567753663,30.571521301354903,A1..B4_by_ts_target_utc,97
B3,roll_04,persistence,temp_bin,2,56,465.92531309852393,644.0558173656443,62.07381784683218,A1..B4_by_ts_target_utc,97
B3,roll_04,persistence,temp_bin,3,23,311.426127569014,464.8799462696801,44.87835757119033,A1..B4_by_ts_target_utc,97
B3,roll_04,persistence,temp_bin,4,1,38.40018593978721,38.40018593978721,4.962017713272676,A1..B4_by_ts_target_utc,97
B3,roll_04,rf,flag_demand_imputed,0,97,376.8435626191074,556.1206433631493,55.90746306447358,A1..B4_by_ts_target_utc,97
B3,roll_04,rf,flag_pool_imputed,0,97,376.8435626191074,556.1206433631493,55.90746306447358,A1..B4_by_ts_target_utc,97
B3,roll_04,rf,flag_pv_imputed,0,97,376.8435626191074,556.1206433631493,55.90746306447358,A1..B4_by_ts_target_utc,97
B3,roll_04,rf,flag_temp_imputed,0,97,376.8435626191074,556.1206433631493,55.90746306447358,A1..B4_by_ts_target_utc,97
B3,roll_04,rf,gaplendemandbin,0,97,376.8435626191074,556.1206433631493,55.90746306447358,A1..B4_by_ts_target_utc,97
B3,roll_04,rf,gaplenpoolbin,0,97,376.8435626191074,556.1206433631493,55.90746306447358,A1..B4_by_ts_target_utc,97
B3,roll_04,rf,gaplenpvbin,0,97,376.8435626191074,556.1206433631493,55.90746306447358,A1..B4_by_ts_target_utc,97
B3,roll_04,rf,gaplentempbin,0,97,376.8435626191074,556.1206433631493,55.90746306447358,A1..B4_by_ts_target_utc,97
B3,roll_04,rf,imputed_any,0,97,376.8435626191074,556.1206433631493,55.90746306447358,A1..B4_by_ts_target_utc,97
B3,roll_04,rf,imputed_count,0,97,376.8435626191074,556.1206433631493,55.90746306447358,A1..B4_by_ts_target_utc,97
B3,roll_04,rf,is_daylight,0,30,224.01674398541064,286.5617493641711,19.128701267771525,A1..B4_by_ts_target_utc,97
B3,roll_04,rf,is_daylight,1,67,445.27348141031484,641.0774210070776,72.37556536150434,A1..B4_by_ts_target_utc,97
B3,roll_04,rf,overall,ALL,97,376.8435626191074,556.1206433631493,55.90746306447358,A1..B4_by_ts_target_utc,97
B3,roll_04,rf,pool_on,0,97,376.8435626191074,556.1206433631493,55.90746306447358,A1..B4_by_ts_target_utc,97
B3,roll_04,rf,pool_switch,0,97,376.8435626191074,556.1206433631493,55.90746306447358,A1..B4_by_ts_target_utc,97
B3,roll_04,rf,pv_regime,high,7,618.0923757725584,655.9249037868533,85.12183920439978,A1..B4_by_ts_target_utc,97
B3,roll_04,rf,pv_regime,low,46,367.51413608566367,544.4819304828939,74.15348178082361,A1..B4_by_ts_target_utc,97
B3,roll_04,rf,pv_regime,med,9,609.1990926119445,850.5602169619316,78.2660962425405,A1..B4_by_ts_target_utc,97
B3,roll_04,rf,pv_regime,night,35,281.1067671484994,442.0498888118998,20.33474327778251,A1..B4_by_ts_target_utc,97
B3,roll_04,rf,temp_bin,1,17,251.9551827943003,327.2596623183726,23.34448023750316,A1..B4_by_ts_target_utc,97
B3,roll_04,rf,temp_bin,2,56,422.3657590152213,649.701045842716,67.40166856366852,A1..B4_by_ts_target_utc,97
B3,roll_04,rf,temp_bin,3,23,366.26109314384604,442.45410145205767,53.33013084902083,A1..B4_by_ts_target_utc,97
B3,roll_04,rf,temp_bin,4,1,194.09981938945646,194.09981938945646,25.081304123467667,A1..B4_by_ts_target_utc,97
B4,roll_01,mlr,flag_demand_imputed,0,127,521.8929088976153,666.3777822077642,57.260209980711984,A1..B4_by_ts_target_utc,127
B4,roll_01,mlr,flag_pool_imputed,0,127,521.8929088976153,666.3777822077642,57.260209980711984,A1..B4_by_ts_target_utc,127
B4,roll_01,mlr,flag_pv_imputed,0,127,521.8929088976153,666.3777822077642,57.260209980711984,A1..B4_by_ts_target_utc,127
B4,roll_01,mlr,flag_temp_imputed,0,127,521.8929088976153,666.3777822077642,57.260209980711984,A1..B4_by_ts_target_utc,127
B4,roll_01,mlr,gaplendemandbin,0,127,521.8929088976153,666.3777822077642,57.260209980711984,A1..B4_by_ts_target_utc,127
B4,roll_01,mlr,gaplenpoolbin,0,127,521.8929088976153,666.3777822077642,57.260209980711984,A1..B4_by_ts_target_utc,127
B4,roll_01,mlr,gaplenpvbin,0,127,521.8929088976153,666.3777822077642,57.260209980711984,A1..B4_by_ts_target_utc,127
B4,roll_01,mlr,gaplentempbin,0,127,521.8929088976153,666.3777822077642,57.260209980711984,A1..B4_by_ts_target_utc,127
B4,roll_01,mlr,imputed_any,0,127,521.8929088976153,666.3777822077642,57.260209980711984,A1..B4_by_ts_target_utc,127
B4,roll_01,mlr,imputed_count,0,127,521.8929088976153,666.3777822077642,57.260209980711984,A1..B4_by_ts_target_utc,127
B4,roll_01,mlr,is_daylight,0,64,527.3467883452713,648.511351908867,55.488713232613705,A1..B4_by_ts_target_utc,127
B4,roll_01,mlr,is_daylight,1,63,516.352459934917,684.0501579035852,59.05982572481179,A1..B4_by_ts_target_utc,127
B4,roll_01,mlr,overall,ALL,127,521.8929088976153,666.3777822077642,57.260209980711984,A1..B4_by_ts_target_utc,127
B4,roll_01,mlr,pool_on,0,127,521.8929088976153,666.3777822077642,57.260209980711984,A1..B4_by_ts_target_utc,127
B4,roll_01,mlr,pool_switch,0,127,521.8929088976153,666.3777822077642,57.260209980711984,A1..B4_by_ts_target_utc,127
B4,roll_01,mlr,pv_regime,high,2,1257.8809824317607,1293.5985979514855,260.314561137908,A1..B4_by_ts_target_utc,127
B4,roll_01,mlr,pv_regime,low,41,557.7485414210332,710.2755463012323,64.05434659516762,A1..B4_by_ts_target_utc,127
B4,roll_01,mlr,pv_regime,med,4,578.6538291067584,889.1347272374874,68.80964551609979,A1..B4_by_ts_target_utc,127
B4,roll_01,mlr,pv_regime,night,80,482.2791493805527,604.1766601973786,48.12438441010417,A1..B4_by_ts_target_utc,127
B4,roll_01,mlr,temp_bin,0,3,1136.2072628963633,1157.9800368532954,25.980307425253564,A1..B4_by_ts_target_utc,127
